zm_area001,Surrounding attractions,"Vic Falls, Zambezi River, Wildlife!",,,zm_surr001
zm_area001,Activities,"Splash about when going white water rafting, be on the edge with bungee jumping, and go wild on game drives!",https://www.visit-victoria-falls.com/,Check out more and book your holiday activities!,zm_actv001
